사용일자,강남,반포,삼청,서촌,성수,신사,신촌,연남,을지로,이태원,장충,종로,청담,한남,혜화,홍대
20180917,109092109925,25192280191801918433186671869944244226,2952730783,3000931086,333173619687018749,382094180935897386421604718242,5017151372234862559111061523,629056797143774144182020851083810310,567475714527212268131579215700129891381030397764030969007244,652061521397214952,167931744816345158564812416543544262435248881013910981,3646433533290132935211646147841647415789,23969276132585527916,1142411835503748246034,3986241083,7143774144182020851083810310
20180918,111508111518,41404167177821826218820189102520027913,2905430788,2903329030,338703689894749554,391004261935716387011735419384,5106352379234932571512121508,643358081094410415729987582218732324,671571555807458131273872713715712153631286013598404053240713,676567541415115355,497542424490439043455027103741107917508179411668316131,1649915766368643377928898290181157114420,24429282392617728654,1159912087523249235942,4454846014,1094410415729987582218732324
20180919,113524112904,25998289501765118155194771953541354225,2985731218,3117731845,339413697694729419,391874268335805386501764919775,5332455906241002597312241539,621857827405577193187523631039810401,133091419330411004143267477156583755775227839271721545915065,726172211479715911,172861796516765161775055448244854440461350721031811050,1183714988170491602436786340512929729401,24259281682688029157,1181112334510948385733,4686747643,7405577193187523631039810401
20180920,112760113484,43604518191701942917440177852537027932,2830129605,3087531089,340133782990349054,385784285936962403751765420189,5238353992229482477211551569,63255550100049992721467692818722228,565705720027666272531474714890130151410720404664017965156873,651065701442716820,170681777916984163235013434644244329440349571044611224,3600833487287482947311888149711663715748,26265288452417728056,1162912096518649996131,4584947464,100049992721467692818722228
20180921,115915121300,26478293231730917571199501999443194247,2787229143,2991129892,918387343349637007,398714388337261421811815221366,5569457020238472336310441451,627954368280895474222627831167711664,128291378270368563773662596884570025758626383269641468314907,730878761713924448,172711633649324234449943604527495610123106391784817975,1189315830167481663737258353822864929415,23542272492514627837,1210612225527749778031,4914848590,8280895474222627831167711664
20180922,6635970149,254825591217211253802377661686218168,1718119305,1890521252,588961521320214393,120861368725218266672445126204,55045141103400391490714126,412535571173911405221526878121389778,333739583382333268995497648110850552035315101745117808,202442615065237236,28002274244624242446245869665331119421202398518661,13895136872873427896221652248649219077,841586091055611411,32933076474376917709,3420936014,1173911405221526878121389778
20180923,3435234152,1103711174431640857266649016911712,1230913374,1573118053,3461330767416729,5145563613776137531450114550,398348998698402540522881,2794235114891717891074935718957567,1144011123128116163546325536853358800279012073620090,437344341782417877,173714531479143015201394267725066566590381037889,87037905269450691046899981551714294,5433534244724119,21041840363748884883,2273523032,14891717891074935718957567
20180924,2166523064,77668757304831425677554710601067,1465115285,2088827992,5011563727512921,566857647455836121062366,154621620370477485264266,231023034062845238917150965605985,1756515266492543322759245023122126201502415870945990,331032751344516254,573959415423545414991296119512381445150124021790,1491212819726465242469492475687217,3839412626962623,40964321185918203932,1607017438,4062845238917150965605985
20180925,3936542795,1052312207421245067466800614911538,1784220306,1961025793,7230809744835092,88789867128691505241575058,228462584685419848327308,2693293559960701951558248089529056,277962490964945674352634892919283140154471708514401654,508856311709721561,729080536146626716941685143714961706162438063408,23941211161134111598367978461261812553,5154569135023959,53565480218422605318,2535728375,59960701951558248089529056
20180926,5236452921,1263114305599964969390979018391956,1584917812,1829622875,91921050852125837,1608617321173721873272078286,3010732257955512108430384,3168333565729687731711228994429340,2734025798743867474429431636493478146641616918272114,567355401610514946,857990667787788920561885197819901908193441034441,25791233041310113584409876831315512385,7528824160926682,65977184287829677712,2763731209,65729687731711228994429340
20180927,102922103245,23638264191652517019180931813938483885,2652128342,2747228395,317933428583708566,361143943732530358471639718532,4902650776209942361310171491,59005435699027453019632522949210237,515055183225065246351381713563118951270220372933841561686610,654164981389115553,15680166811564315332468041594296405640964630889410307,3563332974278452861711229143061582915292,22987262912435126827,1095611461496347706941,4089842577,699027453019632522949210237
20180928,114998120007,25573285561728417512195251965940413977,2909930567,3036730846,335803697594269404,398884384436703417711764220483,5306155830226652389811731475,598054877969992408215927571138712378,148551465626613266705757257596126461379740380803957864487044,758280301772124212,170481767616487161774740430043614299449748411046411133,2951330459382643559011875161341755317351,23631273722510628039,1171912061494148506133,4686448873,7969992408215927571138712378
20180929,8674892294,196372153695599520144351436132483473,2348126572,2289125662,164351833189859504,324503438332280342721425616336,49100510391791918676571559,4556434590977104438233232171324712871,39927384011325512893103791051967027268244812559542865041,801289332177828777,8200664213695141711126210626327728852877291930233129,360983415026580269386893119521711517602,14461157361370914401,90999355351034723638,4610048718,90977104438233232171324712871
20180930,5149450690,22862403600662061008597211371514942,1476716009,1653018659,100011084058826335,1777518269180661795779788626,34623333821189512750400406,32243221697866673210242916717952227,16611988294942858310361997543864060420042581430514468,601059191820215577,21911965101081083219791947198520024800540785878133,22291198021278912651113931009040656992,8177892773817616,63236745254524624653,3221933671,697866673210242916717952227
20181001,105598105927,24499271091742917789185331848236983725,2796629391,2758728268,335273651285398709,366544006434388371561550917409,4829749484221782453011291498,627855567108273526184922121000610320,542655504225989258531506914945126761336220378403891064166812,593158291410114865,16397170871611115703471643154335423043784857974710628,3464931892290632943011555144581579714983,23749271562586628035,1128211624497647605148,4064241753,7108273526184922121000610320
20181002,113216117505,25630283471754417774195561986238823874,2939830404,2722626391,342263760592739213,390454210736968410611767420399,5268355457240952587311741570,623156807874389458205926701103611960,580135802427731283011553915655129581312220400744097164647154,704475681566021807,172451786716748164234995437346084620451048731055011395,3705334395304763110811870155941686816919,24137283142573729039,1170012077521548906439,4626947472,7874389458205926701103611960
20181003,5992359536,160251752076447754121081188223382427,2217224280,2257925560,142221556476018264,206152208022971242351118912397,38357385361534516656596565,397637658090982221213826401160310984,35970343871103710257925293535571566310191131914639754531,674867221789917300,11964125529534901428242668238223402838305875877410,308722777024892245305561102541582614648,107521194895769944,78758357318430724029,3600537657,8090982221213826401160310984
20181004,111550111998,25137280361725017701193291935442664326,3046232427,3097331887,343613777991529201,392804296236543402971747419698,5136253116237372603113451676,613355647645680928214725331158011691,5728857793269072686315124152111307013630402414122364407039,654565241473616487,168931743816509160324899442245074329444449801024611067,3653433774296932993511979152891676815740,24668285352630429160,1166511983522749135632,4447246204,7645680928214725331158011691
20181005,119348123158,24616278181708217495191211946239533978,3020730698,2981729148,345013770284978553,395824326037834418581843320991,5428356767238052455811301413,593355148013890148203626831110512272,6002459746279792725014479145571363014121393684001960226641,663770211670121964,165981740616769163684966450744884352447448791122411584,3404332517296832942412458160051702916565,24212281942656329156,1129012015483248606623,4837149015,8013890148203626831110512272
20181006,8159587797,187532051488278522138581367034523273,1884520958,1686417494,158071725773037256,291633109728715311591384815758,47061495671779318537664594,422439568577299539221532551265412656,382053745113225126679835100056212669910222902311838574511,687877171910726982,1239612787105811008030532740276227742967287582866506,306652968724091248606578112461554514867,14007152561393314799,86908827371334583724,4479646138,8577299539221532551265412656
20181007,5540054830,245125541434915469623563691062910316,2005421471,2167422263,122721303871247335,190771961819996201601036911607,37026352991359014725491464,362334241205710963821447992421542764,341993221611666110245111501846724487163511632119092268,653563112016817650,10425113618996864022942095215421111992208156406227,24797217411428114359486884331461512697,9103995682038538,66047118275726486348,3370335596,1205710963821447992421542764
20181008,110378114809,24450272451630216821185351850838103823,2673228785,2905530533,314803418587168506,362343944834733389051504717440,5163954047239632599911901528,605455098264091401210028571222511811,542685406225354251771553715474121971305310386703974663727108,664969631662121726,164791726415810154404539407342504135426145581077911276,3914936510302183080711641160701826518013,21654249802281125497,1131011505510549386526,4462045831,8264091401210028571222511811
20181009,5780857019,218023471582017181731774691118811176,1990822328,1946221598,138151494396269789,192942041921285218891018211163,36782360841416215599523440,40363811111289993771397695619782440,3213130130980389678859890450765004186961862037494237,625262391702515999,11615122369225892128612622230323312821296474457232,30543274222418123870532492791507113630,99591093795159986,75448013321130933828,3413536223,111289993771397695619782440
20181010,110610111108,25130277541748717971189241889838313962,2918030495,2919129480,346113734989338988,380364126835046374801675818588,4957250272229042518311161453,622356497092373616188222201001810325,560715592527229268261499114745127601356610396144036463786814,657866541431415265,169351763716614162835042457144244437461251151079911478,3659633889288442890311968143781664016137,24567282762670629013,1144012082510648926739,4371444831,7092373616188222201001810325
20181011,112206112421,40194034251692772417398179751897018967,3021231393,2982929887,345833759889338942,382624183235552383961696518968,4995151639227532486210651436,624156741030811079740267822318242219,566665684826675266361491614658127451355810402884109961746762,655865741441316140,168991761016574162634976439045444445448449871071011185,3679534103293933001711643147041690615969,24317281492635429293,1152111967516848587143,4472546027,1030811079740267822318242219
20181012,121130123870,26199292531733817782200881998540073923,3293433750,3157432187,354513898895519505,404754425438775437141815820964,5522056410242612526411711577,615755238685398255243232211229413154,617986116828478282471575115344135811446230410054167664007123,780482661873224958,173981817417381169844945463745954631461249161120311647,3886836455306683091711902163611833917314,24820286822614529041,1188612422513450096629,4968550042,8685398255243232211229413154
20181013,9264997964,333733901525315062982398372059722335,2701329216,2781629424,180801983687509094,339413646834076368381617418163,51361537931948120460779723,4795452414449149909858211098625893536,4362140370149971341411087110417294749920260052673142525080,15308133384318354732,1443414946123511188333973149331532613314323586616716,366443525327838284617119128441805817055,16141173561701318359,96679969419639473336,4565048372,14449149909858211098625893536
20181014,5628655901,145911600461366531108071049922942485,1792218738,1972620418,115001207468517221,2002620963211802096285389565,36770356091332414430509490,351834557464072597196425511154210315,31907305881129610867498347744577450010174391700616802076,1031285533432831910,10709115219402889924092249236223902324223352405835,23977213721362213594435876311227810565,97661042490629384,68737257290326594727,3416835304,7464072597196425511154210315
20181015,107363107805,18771187381734117910374637712454327229,2852829804,2889829437,864286503446037020,149481649236783403273503837686,1093148547065481962291224839,617556152016221211316105417244574716,629368935056951363266452634314970147591271413523703917640283,139451471661526029,488842681036311177439848804459436716499172271645316056,1618415363360493341828785289951115113920,25650280722392327243,5141489463511136611638,3098432236,2016221211316105417244574716
20181016,109961109532,24558271971716017684187001864138353796,3007631967,2833928468,346583750194819580,382024142634456376281688719042,5058751879235132500411221432,625856707376476780187423931102810821,5624556994271412678815010148221275213558406474112264306828,667865631428715421,169851753416692163254969437644024470453449741079711359,3649633356298282948712000150401640215873,23949275852631528763,1143111956518648595233,4577546792,7376476780187423931102810821
20181017,111011111379,17286174831902718752405438632526027923,3159233120,3057831302,346823775094259382,379304123235072383551658118947,4817749843236262537910941515,616655771115511496741827763220442492,571715716227781275681498514939131421394310406044090564416841,678668211508116229,168351763516966162225024461843624384468650481078511238,3673633879294482950312150151291728716058,24201278472722529429,1173212049514948657144,4547846102,1115511496741827763220442492
20181018,114425113712,25173278861756418108193661928340514233,3324933935,3780435781,353613813198289827,386744239736200391201787419987,5019551658236742551311971549,634157717778382449199324311108811799,593525829327936275091535615200135151402040418104216865727077,701768171625918428,174341833217021166895246457746024613469551321112711513,3874234946315673107512275154781819516732,24556283442706829441,1178912353533652125034,4711648335,7778382449199324311108811799
20181019,120030125341,26683295651751517787199411990239853959,3386035384,3333934112,353003885596849732,400184410738723436131833921487,5415755832242522532512071665,638457618710698574266632181266813599,600095990728278282291578515602135181447320409104203166087244,776184671910025690,174021837117007168825098455145554563472049811132311591,3969037027307573126613472169491840018207,24337280292605728948,1197712459525850457742,5510256141,8710698574266632181266813599
20181020,8947895063,204702226098719744158781527935213527,2907232283,3031631176,184361982994029591,337883584434298364451518117362,50220524942003720922759690,5050473097653110237240934801437514117,43344401101581213976111911100274537564280932888544345243,902897042403131467,1451315046123061177334333103317431913235327986496888,379073594228949289048443132911788218121,15717170071584116646,95619738381637274032,4583648652,97653110237240934801437514117
20181021,5534754793,211323271445915736628863841106110599,1900020278,2125722791,120321306972177472,1969820632210082085185649367,36205353761402715107531478,369935521175710367755017340820562742,30872290901119010640484547764739449610163161637418932195,621259041935516495,10727113669002876624432279232622032200219653365934,23973212571389613706508476481186910968,931710120960710069,662171342790276911225,3464636277,1175710367755017340820562742
20181022,106037106567,24553270641731617888185021822636833625,2951430727,2959330299,343023683086888831,344643780633782366861568717362,4613647208225862427011681518,618855176975771406186422301060710345,546365487526859265361476814653128101333420383683922562486768,611458161410314715,164351702716205158184854431842714251436547571021911082,3533732470290892947112222145101546815241,23943274122616828512,1119611701513249796031,3908639765,6975771406186422301060710345
20181023,106569106858,24259267871700317454185141850135503665,2899930952,2822327803,341823715186528526,377344131133565364791652218235,4707848434226882419211041429,613955067009873224182321841080210668,5520456142265752652214516143521252213366391683955660966641,618661961377614811,165941730316276158594955433744064398447149321071911475,3456731701282492873212334145571551215267,23952275432593928398,1126811694502747846039,4135142442,7009873224182321841080210668
20181024,109997110381,25179278471722117801188971861438493870,3223333674,3245432944,349753783592899434,381884151235379380891711318985,4985951031227422399911561462,630857187413577800206724711083711386,563485627227684276081510715009130591389530403064101763526951,661065981478015859,170801791016389162045019449444084386466550551100611394,3707334060296082964112850152471705016626,24877282602651929004,1160512043515449595134,4488146072,7413577800206724711083711386
20181025,112425112860,24983278221735417645191691903740584038,3209833969,3221933668,343283752893909550,387604231735892391071725519637,5158853305223792354911521508,635357947736582356207125031114211971,577805774127780279481511215045130451399560411064189262776993,677768561637518481,172561794616661163085129459144894418454949271084711343,3866635274300763049412887155301709616621,24238281362691129766,1182412372525349987228,4541646574,7736582356207125031114211971
20181026,117945123872,25253281501697717337196251958239883926,3174833038,3132231867,349673837490478894,399834424038266431601829121561,5526357348239042452310621471,611355928594998920213828541213913198,601545993327395273691476514736132421412730397374072359426700,716183542176332724,172741783116884166544813441946844679448547651155411745,3671334720295823018213155161381727517222,23369275882649329312,1181312340516550685520,5130052547,8594998920213828541213913198
20181027,93672100957,27093257211362310210077100401621315602,3265334682,3601535689,221942448596059885,344653691035815391891752519761,55510571852179022852746770,50654787103949122086147461476224373626,4525642236162401489911257112867682805230296413050142515123,10604129234027661902,1440015176126971233034793333352235843317323795267621,386583698430472301089168137701903418568,16331178681622217592,96159972411242004027,5323654666,103949122086147461476224373626
20181028,5600853813,134301477759346181106821024320112225,1784818457,1834819175,117511256851575172,18886194762088420111966410210,41677404391444715494647730,32813279768677065717472246111289846,314662966111012102264714461243814210156011524916292087,686359023068518252,9785104738708853321752096204321541983203752435896,23524204591405913539510373541202710506,96421033292499476,63976798252925233937,3470935921,768677065717472246111289846
20181029,106174105663,24371274001709117480200541841736553616,2956430567,2950430377,342503672488918930,368124018034761371371598117826,4958850595229972513111331507,624156327184873693181021951064310474,561265654826507264291508614834128031361210398403897763246896,604659311464315439,166291733216459159224890430143434459448550031049611250,3551632512296342990412496148691577015187,23894274612583428061,1110411653499347996944,4071639412,7184873693181021951064310474
20181030,108012108521,24538271161709317734189601860537273723,3041232146,2846328711,340163704292559375,378674121735188378561710419321,5135052335234242504911211480,625757297341775983186622731082111038,128671375410405434056563496955151481483226971266995688157104,634164781577917603,172141781916531163485040448143814431452149341062311340,1253714873161501564229420292933522732503,24479282932649429059,1149211806523349505936,4456445856,7341775983186622731082111038
20181031,110611110664,37423781192451899117065176712494527664,3217633664,3245033629,348313774396459776,381144119335101380451683019002,5213953764239882558312001578,627556971143611760776228373820632563,572765769827945277581509914871133831403010411974156862826875,764478682812236649,103971117917204175831660916302456344634548494249134553,3680533681298592974613019155701683916350,26616292282453028448,1161412005517048986237,4812048649,1143611760776228373820632563
20181101,109162110057,38173924248122770517115173621900818830,3128732988,3194433136,339763721195759559,369164040135601387471708719383,5261954264238992556411241478,630056311134611891783038180020492366,588175865627209271121481714867129731392740406604118764376974,689267221804817754,169741752416484160935043443544104400443549531000510710,3676633434294402960012879152511679316261,23988279362653229144,1162312098537649256936,4593446984,1134611891783038180020492366
20181102,115032120702,37543784261692895217067177131964719867,3309335114,3294834299,348093838197959826,400774362241166458651840021389,5710559342259612658513171742,6347569613321141588855710159723903108,619686199028320279281552615818136561436310404434160764907202,776382291927826110,175971786417283167714989456946634589458748781047311043,3997037445304993093313511169481801418184,24368282722640329155,1206912334536451626535,5032551577,13321141588855710159723903108
20181103,9085196733,204422263698519661155061532826522522,2897133135,2887332000,174351899691119676,340553616836648391351642718527,56363574792192222786892828,49544546101153114602249833461561615182,4611542879162461475411390115757662817240271002699445005422,858896942349230326,1419414628123221155834433095300031093026308875585914,934714376406673821029853304491857718931,16240177481524916283,94729867377236755129,4983252611,101153114602249833461561615182
20181104,5703357072,215522841425515594616865031104510569,1854520758,1957022001,112701166468227312,1941320141218462206990299901,14301153743821037181552493,352734867677474455123411077718472490,49714768120511127734542319784685468610167301666817912151,586757501879216546,10717113609112877122982126221822692061214052165772,14157138142545022392552983001228711207,101681110988429326,70067466282026214523,3592037974,7677474455123411077718472490
20181105,107614108008,24356271971719417727186931848436253659,2874230125,2864329578,338043661790859133,345083775534687376651586917717,4797349247233842561410941486,623757157117373261186922631119910715,51049516072703226550149681483012795137001870395694035865676921,597059121402514677,166261735916361160294850430644764460444448481051911359,3651833195293702970612192146531582215551,24310276942587828177,1133911762524249495332,4134842393,7117373261186922631119910715
20181106,109816110109,37393640190491887517296177062444427062,2990632022,2779428322,340263689289999062,381714143235025378411671618720,5045451627238652563510941483,640257651103810664714867416618782225,640269085719857172272492692215073148641278413695103994240135,141931513261906109,497144281005510752444449514522441417442181481641116048,1580815664365683367729097292631240314649,26584292002471828321,1132111865530450625932,4308143684,1103810664714867416618782225
20181107,109704110834,24413271351690917357189361878337293632,2948330968,3038930712,344353762889428904,371224059034652374271676318699,5037551534236742513611261501,614655687161175735178220851081610940,557835647227821272041485614482133251401920401884047261686812,665965871401815069,166711729616331160934803440444954408447548551026210970,3633433150283832882712263146581574015452,24508282772668829109,1125411689519748555839,4422645410,7161175735178220851081610940
20181108,110079109384,39424020235112615716940173851840618551,2863129457,2874028139,336493647785218519,370954058734837371611713818886,5035351261224332401110991489,590455961029611070695827319016392070,5564956052271362609013852137661333913892397113997058326379,608562271356215170,160771687316538163124861446244694325448049481049010958,3212030822285832872412514145451559314872,24461283002674729456,1119911982476546496137,4325844120,1029611070695827319016392070
20181109,121224126856,26027291831743717934203762024838943784,3241533940,3251632490,351263843799279590,406124439939564448571886122125,5630158730252092617311881577,6326571987214100570215327551267113752,613346109828302279401538915577135281434240403674143164317186,721579271867325657,173561787917394170334987451546964545467649861063311224,3960837374310693177313196169911876418700,24049284092647229441,1199812255532451776237,4984851319,87214100570215327551267113752
20181110,9219098884,275727231531215044968498071998122073,2969031158,3084232472,173561904881748563,326173498535334378051658218388,55652584222171322784736697,5172494114653144419853511451324573424,4451510645774416471661414505115501157581338318202516325836,780088632288030659,3310289932273154304330647758605714022144481234611870,178571824838433375542913230231901814010,15134162811551417224,95429892392237573635,5030253867,14653144419853511451324573424
20181111,5659155711,139421554160796444109841032019652109,1693418231,1705918121,103491096649735317,1919319736211772108390639923,38717376331386315060449421,332933427594773767175422101170710137,31742303691108410363466146514385431110150641502215641946,555754381850315471,9978108238722852622422073210920682040207651185860,23499210801381613704555278771175810320,90171016586899016,62796735246123855631,3700438394,7594773767175422101170710137
20181112,107673108132,25055274501723917777188261856836153658,2861430154,2820528818,334483644888818786,374514071334506373181573917514,4995550995233992574011541483,632557257024872381179320711080710284,554965573626872263071487814813127141338720394214006862396971,595857931390314463,16547173471641916068486442804358437543844774981310635,3645333882289902922312385145161602415704,24028275282598628114,1132711664500748375834,4051141011,7024872381179320711080710284
20181113,109657109876,24848274501743117837192071902236503693,2989931718,2888928717,342663717191119208,386704193834796376881712419141,5191452960235172556611821499,637257447249575782185121821075510497,569475695527173267381500314656128311369410399944030363677117,647263641362714632,170771762616872164775023450644354522445149301005410705,3703534100292182943012762150541620315922,24571283772635428885,1159311994522449096537,4439745723,7249575782185121821075510497
20181114,111428112004,19232191991750817892375637622612028202,3034631692,3104731506,344063741391819113,382364194135446382191711419429,5133552246239852606612171513,630657381105311355761837952920142488,629668625685757462277212723714876148131322613804104003241096,142091549664966467,102901101546475087448143865140456817172177631672516455,3735434192170411647228784292681271015385,26631290992435328237,1192412236528549367239,4747048133,1105311355761837952920142488
20181115,111353112270,24932275311741617945194761917540244065,2960731139,2994830575,336043696390678992,383004197936577398521794620042,5166253078242162619311501555,605455128027285705209327001130011621,573115798827382268371460014548128411361510401564057361446741,619963851460016815,168921749316254159505120450644014335446149031003010415,3832234734295132964312691152701674116309,24441279772595028653,1160611804518149856331,4655447508,8027285705209327001130011621
20181116,122007127317,26283293021750717786202672036337823766,3183433457,3175732031,377204127993749295,398854412339890445641880021771,5653559813269012745812581621,6284571290478103677207228591265013721,620426135528761280631514315006136931461420402534102961357049,718777081827025348,174941787517289168965085456147334558449948841048310893,3854936841293472990813163169601817618119,24742287672621429336,1197112338526250978321,5186953418,90478103677207228591265013721
20181117,93597100519,201852223998589896160961555728732863,2696528689,2945227700,194282108372947491,337033601436607386991635718698,68676682262200122522971936,48404463103555117560238934581446714415,4438242441155361440310995108757206788910250472545141694911,790292262280430195,1432114798120451151834693169328831623176315480066089,380303736927241277468784141211826918216,15524170601670017815,95069750373336904727,5732657791,103555117560238934581446714415
20181118,5770356765,139441531559436289108881053218301965,1536617288,1609317232,115831247449025240,1913419898211692096588789774,43283411581396915042464437,335532867720174692194525481185310245,32278306881131310547467644414491442920168541618816691973,564154061908315945,9992104638969858822311944222221621979211250645626,23371208931390313870560779601171710564,93871021775588093,63196801250725144435,4587244448,7720174692194525481185310245
20181119,108293109164,24858275721715717662189611852335723536,2791629189,2782328670,337923652086678587,374964039634842371661577818099,4994251251231012499612101495,625956727340775652176322071084910417,552675528526383262161470514740125851344930385183936362026549,566056461373214406,16371169831629415860498543634456444244054892982510632,3532732332280122842212277146611553315061,23960273862571027894,1117411604513949146639,4088641960,7340775652176322071084910417
20181120,112318112387,24891275751725817709193591921635463539,2908030578,2976228335,341843733288978892,386914214235929386421709219179,5172352720232572536911671517,625657307413675842197023831058310780,567905673027189264491466514533128111344910396524010462846890,623462471408114799,168401765216464161985086446945974501452149701018710888,3572333054293312937612648147181597415471,24930283982623028709,1164411990523049646635,4580446886,7413675842197023831058310780
20181121,111611111397,24580271891710217545192271871235523584,2872630161,2957430191,343183740886438650,370924036235363380181685018958,5022851462231072486711641434,603054457359676962194123811096811005,5679357148282852788114182140711317114050100397503975460866624,616262551414115214,167041697516353159544975461346464477455848921004410575,3544732667284132845112287143311642215865,24195281802643329012,1132111777515548045723,4649147250,7359676962194123811096811005
20181122,115437115179,24484272651727717588192521896438023963,3012631209,3077431095,346203758988568455,381354154337704406671744820629,5358354775244812643211201511,624657807977084327195625171084511878,596875920227954272061522914921129291397630413234187962557083,656168761577517519,170321777216824164115034453046264554464350181017210793,3713734328291712925112571153161687616247,25065288332674029509,1178512261526350168333,4769848617,7977084327195625171084511878
20181123,123323128425,25644287311736017730201471980136693595,3085031718,3139431666,346933779391689075,402514364540520450761877621736,5694059858256482635211411588,6451584591159104082226928151272913991,6396062774285252863315191149831369214389400864088160936857,754881241958226225,176601786017318167605060460246714767454248101036611060,3893736478295042976713048166281805618100,24478290192623528964,1219812600525750967336,5148852925,91159104082226928151272913991
20181124,91107100261,31183008195272165810107100281562015261,2341426356,2502625209,184072010670947270,321603513735119385421589418909,56430574042100721880653660,45784304143291407610090011384022233279,4287943003153211433110591102617298805710242412521538564691,779387282235928683,1340613993118951102233752972300531543108300084206503,337873341425983263598157126931700116615,15767175971611117571,95239830377837703832,4885553239,143291407610090011384022233279
20181125,5797257845,142511524461586529110351076521282361,1536116746,1633017344,110261159849485048,18366189732051320381910710059,19586211713830036322717639,347134147623774835190022101144510001,466945561110710752322243061644174320152751480216462018,579656571910116097,10505110168955859622341997215619752094211854905965,13147129932303820609510477621171910410,91361008683578630,64367250279227445835,3578637476,7623774835190022101144510001
20181126,105999107040,24161268111724417681186811866333843437,2772929260,2748828454,332223598785488607,373204055435340380521630118349,4838549217225612486710631382,619855787287274574176321881097410566,552975508426336262451485314779129361381030387003927263466823,605959381390014338,166701727516496159494917426745564488433347321016110881,3543132418289612928412029142851617315682,24078273682580928081,1129411635503248296642,4138042220,7287274574176321881097410566
20181127,109097109521,24675275651727217708191111900236213592,2709528211,2804528282,342513711786668614,381744137236240390731754419316,4983050626230702482311111514,621056507412877262185921971048610557,567715706026878267361467214384127101374320387783919662366662,683267381355414545,168701749716773161975045439545884548444248781001010730,3477132115284412880112161143871555715198,24766286512662629174,1122111737501047194530,4505246248,7412877262185921971048610557
20181128,110954110970,24740272681728317722193781930234793553,2857129932,3117031943,346563753389068922,383314195335969387941740019516,4973450752233422502011131466,621055797525779060197624191096310987,570625721228095280801494814773137211461410406714088263076752,648465091408515088,169141737316604162425042459145184396449149521015410807,3573433068298302997512778150631680416153,24758286632688829303,1131311669495347546854,5005450938,7525779060197624191096310987
20181129,111785113012,24522273131706217681195451933738893844,2741628720,2997330397,354093843486008609,374804107636349397491764520156,5109152113231182466110611472,614255727665381268189622841065711030,576175807527536271041459814551128491368530404404040461766797,633365161426516063,16745172571674916254495544244404437144824738985710476,3554532855288702906312506149381605615427,24280281002665929341,1141611679513248836630,4912050219,7665381268189622841065711030
20181130,121203126330,36653612259742898117506179202049920446,2965431012,3112631624,360843926091088929,406574490639746445121885822217,5505158043241282493111231487,622055851213913146865089873120882846,607496052228574285371536615250134661463120399874135462046945,762782511791724497,174791825117701170354835435447684832445647791108011433,3818136116297463006912951161211733517947,24353289902654129769,1174511971502549618233,5157853070,1213913146865089873120882846
20181201,9083997652,199262188698579845160761576626022522,2233424554,2469524446,188552068965256670,330423482833518358661626918566,52380543161979420613709701,4665427997695111892224531201356513864,4182440411151811444110435105217174800210247072524639794594,775990142267529333,1425914756119251128632932815300730652866299686826708,374073675527118273718467131891739117866,15032165661467115706,90209072357536154035,4649049197,97695111892224531201356513864
20181202,5364252997,134741474461906283109861064919602056,1338014761,1497516140,112171209344144675,1931520298193531958585509478,36231343941322914246472483,31583129743527213518542309111259935,292982787610822102494175406442584238140671382315801823,527054051809415230,10571111498818853021471849219920241897195855976291,2253020072121971241047377028108569786,8793935483768793,61566391247323727020,3315734734,743527213518542309111259935
20181203,102630104352,23225260781700317422185681820233963456,2498125769,2643226658,334263618281367961,369514019634044369441536117314,4647747879215862354311001408,5964528866061682521652192396429436,528735415926686261961408114010125131347350379513847459366466,551953891260012948,15862163101584015499468941424394432942224666948710471,3290530665272822736511938140011469914392,23656272852573028048,1081811293475045745034,4115642106,66061682521652192396429436
20181204,108919109672,34473506194881912617204176822441427367,2692328148,2731227671,342573740085608487,169251914135566383803838541988,1140148422635239934906950461,615354891016810272184822837146674351,147251452226972270005602956787628968264039541026201276313878,137131460161556089,166871734110466110224403472444984552498544201651816154,2902628734361393383515891154071230914402,26740292472447528159,5747488847451146511854,4695047719,1016810272184822837146674351
20181205,110869111279,25074277771725117836197911936534943579,2737628973,3001629820,353293836689768824,379474147236396390461731219567,4879049675229372428010611403,619655377256475915185322951008010567,576825798427756277781485314643135161419510400994045661256815,632761181427215229,169181776116629161774995450344694470451449141160512020,3668833861285292883112336145651627916043,24509285562714829637,1136311771506548665529,4772249144,7256475915185322951008010567
20181206,113518114310,24794277141750318031197311937437153760,2788728901,3044231613,344873789687088557,390544277337073402801793720430,5034451576227042427010421378,621356477557079649190423201002210779,585025858927435270321512214928130241404510409464162462717054,649166641473216835,172041802516857164394966450146384519443247921128911570,3852635897297972990312572149841648015991,24126282962740230340,1126111667497848546236,4940950289,7557079649190423201002210779
20181207,121423126799,25304286831727017760207252060236163630,2805029266,2993330233,347673790587778547,400844432440235451191823921518,5406255974236252426710051350,604854158307993187184824911089512620,148991440828506285146095561247138991474250404594096060486706,660874231758823832,173561832516918165754917452145664551445346961207311955,2937029480366823561513147160691727717076,23950283732705029994,1136011601488647928525,5124652345,8307993187184824911089512620
20181208,9062296939,197832195094469514162091595924722439,1973021408,2240321862,168951852257095710,311573327033569361081522517501,49492509761882319456593655,4129390090925101846188424791199412850,41498402331439713233995495796895753330235392379435964261,645877282011626463,2742290213322142311167810906311227812845299995197267,330443304526873265918297115471595516617,13880152461530916154,82198365308630594520,4582848110,90925101846188424791199412850
