사용일자,강남,반포,삼청,서촌,성수,신사,신촌,연남,을지로,이태원,장충,종로,청담,한남,혜화,홍대
20161021,112958117545,25887296811750918028196591966842164104,3504737759,3376836024,324553534381397932,406724537036038412631667219623,552255757425564269869241399,526247218323595639187126521000010476,601616102425145253371554715305115181312520415604346562326909,830193251840124245,17456179301732716690498347484418444546524970953010186,4046437736305123152210672142561616116283,25089299702675131191,1212012288520452996833,5384555910,8323595639187126521000010476
20161022,8814492563,20788233023789382815985157851024710060,2942434110,2861932288,704584121667918180,353603728733251362811254515268,53145545572237223609732641,4082403191653105082109951024619102867,5310608710255522677042052403171241111410109791038340514702,22902297041057912017,1273611744838267073167317332053087350832641470515579,598810261371523480926676271691402314468,18570198701691218625,97559928402938591828,4433047835,91653105082109951024619102867
20161023,5279251649,140371546962326639106061025322992287,1942520766,1920119995,407741571064910807,1807718299186901937373728101,14697158523701335559523472,2744273066730633657541700912371919,1331171417687173253283350541853936880084963061229009,602461641721315474,22092078201019151932198248415015873582481008010979,928481473613576512873123492052118731,99191076090369538,63577047281727972723,3204734017,66730633657541700912371919
20161024,102351102398,24487277251739817817185321840637943935,2955631824,2885330860,764376233183134297,350263917932015351601474316493,502615151524706263388911303,5344472368734703751518190587948487,111031270820404494175662657052552245595524344244221523115020,662366221340414484,1632315892480544194200408243724810899896271679717441,988012520146321451137861347862972430065,24927291312597129021,1130911647512851267954,3956740958,68734703751518190587948487
20161025,102619102866,38473866183471850717053174472411927161,2916631623,2680127683,318343501972147086,382494257531474352501511517476,505945207322399242289321234,5076443484267893676877001214961989,553255696924307242541474614590109431286110598967084021241141,137921475465996787,16541172851647815689966810336438747584136415447484529,3650033122291873038910073125821455214361,25965288002524529429,1118411380501450117242,4294844668,84267893676877001214961989
20161026,107352106994,25547289551739917747192391929139664004,3311735834,3212534386,750974903226334811,156781777733550366963900743171,913127923425252925333954706,5353485316062117892484417249075753,6207705542354434981132212894156121534925670253735787458487,732974671476415914,491945884338430146365011104801098516815162711726718181,1538415049104901325130623307833872735576,25502300412637329337,5433525252571149011688,4720148608,16062117892484417249075753
20161027,108938108165,25172282951724017721191211903243034376,3206034554,3185533916,795678273235935346,157501802539725440043346237123,882129553765555802312324898,5209469015742285906389947392578196,421274325463177057587846006525001249881571715305112321300830,734479111518117019,48914583424441994464492298131049817041180011673416073,1519015141392793573329757304141007313063,25547299932618529775,5200508971291151111741,4637348436,15742285906389947392578196
20161028,115989119610,41024168196191987617143176752623529952,3345336910,3323334539,835381913265235768,174182041235919415254154946291,884129826288276665881160632,522346679663102641890281684518100189,620870311011150129801593115645251582511061638620684129942831,864899712061430666,495447041702716485173081834143294295473149651023810754,1591616168104051411730500315674006937015,25764293422502430166,7735517752201170412158,5233754235,9663102641890281684518100189
20161029,9146797153,981897791624115978376337402147724501,3138333816,2957531444,768378081715518422,148961700734867373103469637354,60201598872467125536720716,39053838105881072110030511799518233113,3823448947067457201280212053109521068354706792202697327373,10856136343369150074,3092317233093402869368233550330915247164601267911879,144871444537196358302816327746605710589,17236190971887620625,36813757192399239804,5033753005,105881072110030511799518233113
20161030,5659055196,150421666323982385111521068361686396,2066022774,1815320797,547655191126411812,7930868620382202282019520677,17210187264188640266429441,2833283176916708968336743815122087,171651754110322636664412411294998991334503208314431648,285332130576897079,90338773106311144256575787212320962099206822672172,298456761247312114231401955590348149,997910402972410671,24212666249461976602,3501536938,76916708968336743815122087
20161031,9925699104,23984273721846618263168821739137273880,2828529521,2656627956,713071213164034491,356263964230982338331417116361,511845179324400265079061307,5118450170397718538142811713661826,1089612527397574074555548561462397723869149841479559446616,191842115167027040,16116156981638517276939310200435849294203406947444440,924912281351823193728930292951385413347,25154281562423728679,1100211414743648924986,4026441567,70397718538142811713661826
20161101,101431100257,38133908184291845316619169532407827450,2967731350,2633527194,314763409473027166,318293480537468413421559317415,247722635351804519768521219,5004444770135709848064802514761995,201110912536149441463024372241475677357457598066604040041315,140411451165786947,16030157611638317356991110454499949414487419442524423,934912281292932932635581317271404813702,25875287122474729020,1081711387815049694951,4326944381,70135709848064802514761995
20161102,103879103055,37083934243952777816987175231862118520,3135232662,2934830486,314653450173257381,326253532037766414491574517890,248802686252484529569311316,4937449383588388704137295015121998,626669234114141611201166512857154411495525879254065930958871,679870201401815311,382943584290417354385128108821108316790162121659917889,147041427293551217629250294863723733971,25066293252610529128,1108611398714648714967,4469745786,83588388704137295015121998
20161103,106444105764,24893280774087419918613187761725017528,3107433152,2943231045,770176053142834339,161871844833338364333830542714,252422735153851546819821377,5150463873411780108880882115602059,616469844132642415201095312649153861512524331246965863460002,143781639973117624,98011065554535228422642153866421816330157551679417527,150491506793481248630005307263923635378,26225295142502129471,1125011568683150654998,4495846199,73411780108880882115602059
20161104,114979119500,17047173451925919452411140272589829692,3254134277,3048131719,319913520380457868,401554461236283416641681619674,582236117026029271008451313,5227473196449941825339555316812358,623469946276962584258432573016025156801161713212104093142368,825192161813624331,38244280443644495526518894761019317156178011686216114,154191561440938381343046731513952413364,25552302172550629005,1158612018499849526027,4996951363,96449941825339555316812358
20161105,8980995729,321031322071123406153761536299289688,3309634043,3455136785,155681680572987481,144781654634986370443392436770,22362236595995661753742639,3976399295790111967112131028919873108,5275345953163141317212662115652810527710460150286904762930,22889299691049611719,1462815398271230777223594538983347313730201264912152,491803979031235295781513215297623211575,19657212731734318935,39463758393094339692,5230757238,95790111967112131028919873108
20161106,5404953491,107191024763136556145911609122142402,1888221819,1741520088,55555773963510217,7875880018318182841925520248,42940913698153063854937077,2772281614142072691786674983207122,1634416985150817603500367644084063956191493262530929,183151648771577099,45985132258721432005200217141992880686001029011060,865480293003546512662127832392120308,971410368971310603,26432589343165216696,3424836821,14142072691786674983207122
20161107,104283102597,38303967172291766418093180942426127939,2844229716,2703128797,316173439374287416,148941674034544385583188034487,878125949233497782433626388,5199461181527967132718376732367542,633470281144812649303967640350502005089225036245011553015091,131261407563036376,101301060452785121423941493841412216409174021629016051,143271413637969341073071530456948612113,24683288842572928607,1100511653554650005080,4041441446,81527967132718376732367542
20161108,106862105380,24764279751747617977188551880340813890,3060332229,2746228382,318953450475677563,384974211032674354391547217636,527565294125067269408261209,5084454870354721221399194480678151,577605835225226247911604815778114071294120409814159762977189,664068751360814498,16560173651660016060395140884224424053355302956610111,386723521430761311119576124261431314425,25535297302668429377,1101711320494849486332,4499346256,70354721221399194480678151
20161109,106191105522,38893974185731855117123177072463427987,3076232382,2875629906,762676553182034762,158411766132559355093741041208,835125524787267235226952724,5098461582698358148618747129073420,610970561555815195257872506358133587724128441908101154012962,142701532268087053,95621034553835299418142713892419816465172771661116157,142931415529956298033790133903932012079,26104289122485429372,6128495348221085211258,4543646470,82698358148618747129073420
20161110,107866106795,25060282304090424318631184731720417704,2976132135,2980830741,744173283193034700,154201771733317364033752941617,817122824451264565308654659,5107457814591946728307687884568469,407514172510111071281615748154712445024266567885783660596979,149741675672557485,1653916015165201728490889869532152174243425339324168,999512291305793113637802351491508214779,26266295692542629948,7233509750191117011528,4454046198,14591946728307687884568469
20161111,116724121075,26207298074089417819683195131715017386,3229434495,3068831707,842882053263135699,171171986837061424374056744987,842133426142275336083363535,51924722173124078547799658990610033,415454277740116301322916197156812579725540629686272661597109,191352539486219881,17388168641725317626932010080537852634383436039344237,1033913728311093223141020383261574116150,26231296852513830002,9029509950521195412199,5000252473,173124078547799658990610033
20161112,9288698188,23000268061034510216160431570235483443,5553345910,7455165458,164671794375937627,374673927138647424841484416469,67932676982528325625795728,43804394103205119797114911132019663226,113021851810308673018261186178148931286627997192399999490181,11875130162474032660,1405713704296034023190316041823661811664641615916872,811516835269143572379970655153819232886,17396187261848419980,1064610754412938982726,6062170571,103205119797114911132019663226
20161113,5469454400,227222851039710148621863521432515782,1764419978,1643917434,5204540996089952,7625839720085206301833019041,39536013865149963881537074,2899281287497081144620517009467153,1444175615806155083345381644444107969190303194530347,189931684372617466,47095319231819462021194317731943885485831022410835,893580373265556712100119362316319129,936596631056811761,25172601242965506817,3540637616,87497081144620517009467153
20161114,101767101689,23786271451676917421179671797437533835,2775628967,2671627215,304333327070887087,369784081532035350181432116518,493685030223356254418721280,5065438765721669938305788314051841,600061965420555426240952404714977149941119812774203898339877,129401378861236366,8786972350925010417040573850403115922168241625915674,141231376835108324052867329194982712176,24449287512565328365,1084611228485248346659,3961240850,65721669938305788314051841
20161115,105548105126,25116285431739717980186001835137993910,3029632544,2747428250,321753498874847340,387754280633343362151576017648,516565200624406262738781296,5102465370374719861481194882188161,562665712625068244841552715237111161291020411264168662136862,684171961388915018,16608173791707716300397042594390445253825252913610057,3756834654308353062910132125631475114478,24855292302625429371,1114211581510051006333,4462246484,70374719861481194882188161
20161116,107173106672,19155191711744817776403640802565028872,3118133231,3041731553,321313492175007491,329093610738674425001568817744,249222679452414531638541290,5037451874908775471608197785398583,201156313402153341496325647251875713058021413544178461516876,143301559270657408,16887163611684717710927210013541653304408434039794260,1025012694300603010238687349881496314787,26057291082509829438,1119011514702850364996,4724848116,74908775471608197785398583
20161117,107457107039,25708286314247438219397192521718717714,3037332765,2969930571,742874933195635030,159321812033512369153961343462,884126625002270085352754557,5078462416302238792938317287888866,620467734155042185101104912646153921507024386242685791059332,147021660370477516,9052964952945206423942323878408516158155791701017375,148031471199951290929782303283902535497,25867291682521129236,8328509050921117111464,4603748004,16302238792938317287888866
20161118,116401120934,25843297194418430019702198781729217610,3072133163,3022831348,323253517577137499,366034168641181455051656419238,255142665657594611419321285,5192482383455960559545988817502524,412714216530116321300416172155782526925626621786186959906788,176642356483259330,17037163171696317537938010059540951294384441239524340,1026113374303063113039575370521525815749,26488299402502529979,8234497050221166911830,4877251137,83455960559545988817502524
20161119,9367999041,21859247171036510112162771612438203864,4084836432,5580645127,166981806368156923,366813887136129389661507016670,66566672542419325419769820,4282421697712114280211232681125310983,59177517041660313561119761122870278699267202762947645290,11272126182396931080,1534016107132051261128723310317130444120347783726744,552354674531839299037172127191778119556,17382191341916820693,1003110089395240092622,7202573424,97712114280211232681125310983
20161120,5691656000,218822421110210739649466091483816485,1817120561,1639418290,500052601004210538,7864866819681205201998120313,56348444505422701770618380,2969290087017625170724627349870334,1542177833853319861001291884551420933053747101681316539,187001672072317266,17812116641864102599206320991973107461194389718544,868680212433420339125401262837106079,10215106571071111550,27452656333464186820,4834748492,87017625170724627349870334
20161121,104563104180,18893188411740117880382240322447927748,2800729863,2729228341,736574183136834322,144401622532481356393772841571,238922614650033513579281358,5224457684278142156020356928970397,110411272839231405491503714906241152392054799560453060956747,633364571353114280,8781976651384988424241981645817114163511594439074169,937712084294552998136737337901394413838,25686286572513529204,5053504550351112611424,3576236955,84278142156020356928970397
20161122,107904106670,17447178151912819157248852786337803973,2972731483,2780228208,324803500573237223,333643620939141431181596617815,244812622351905523368241255,5030457471801730091507202780268275,201130712722153761471024408241115702758083615868944054741136,652268291390014974,16676161404429429751844988969210385165511739439764349,993912362296182973935787332211455913925,25230297372698229748,1101511550501550175223,4146442541,71801730091507202780268275
20161123,108605107154,39194032172801771218886187172462127953,3000031329,2903230080,728271493197234668,337313676638413423181575617664,244732589852370526428771242,5012448072086740761486194079168223,201153312947408434144260236769150321432625263248895715257705,699471741400015097,167571622239364193431741635259521310600111371656117814,1002912114147281425228863288533574433113,24875292822649929387,1119311586572848544874,4329644134,72086740761486194079168223
20161124,109297108162,17066175651880219079245182760541954261,2905930864,2910229803,720670623165134320,338813720938554427981570917904,245482640852996537657971197,4948448873158763481470200979648294,585866641516614577201111912848571695852024787244514175542214,708573161447616094,39014274163561744716662157534331421951904996999410547,144591408498251220735608332512931429407,25148296922639029646,1096111417489449815828,4384345044,73158763481470200979648294
20161125,118297122061,41044161198531987617104174142642730213,3379033866,3388332326,325653584674137258,372064260940856456431707519679,271962882358970616868521288,5078461385879990899164975517242365,101164613252159351536425999256056368963014599669674135342778,179602436879539299,175001694417338181811023510714534051764470441840184208,1031113504312613170040437376361565016016,26137298762525530098,1188912379493351277429,4935451013,85879990899164975517242365
20161126,9230098167,16077161031018210264385037942239625957,5516342675,8519769747,546453361613117137,161041777538864409443700739903,67735679312447525467666617,399640079877102519936311307416812858,50435475271652827070609612171765514279120821124073101023910,2254928238956411014,9806793142833694323132422979338015431168651384513582,274694026163561542153492431776805914849,19014203711703918449,383938252828989710086,5554658054,9877102519936311307416812858
20161127,5486254335,242524661469416068109331063261946674,1703818583,1546116725,9373984537333790,1961719890196762060682188859,23562253314183938619724645,2753286873812713818022695414602063,103159349532997319979292864942733840152291507114331687,181201638566666863,88998469104021123856195840227820051988192817031895,342753632141418601119871169886087551,98109965947010552,29272730263462606760,3492736591,73812713818022695414602063
20161128,103396103429,38213951170461757918810189792424527607,2826029610,2658527785,700669683178034397,148391667432464354013781741599,888125824301261685081751391,5231454314291914808780647135172100,617168883986140562201119912803151621480224357242335561056479,641465161335314220,39954078415041555113512294471023416511158681641217448,140191381698011209530399304883560732659,24926291472576628713,1100011406495850206450,4132942403,14291914808780647135172100
20161129,104432103589,41154067191801931117168176442463727947,2927831119,2737128088,320863476773487413,154741760738576425173263935602,515095217324067257668991224,5191464082428179725707538215682117,564965764024172240271527514902111391267430614769224015940764,140131505669897283,99811061851165211423342301692317751395939961663115988,362423307029912300539977123741432013959,26627293992552729968,5316492349321114911673,4443145676,82428179725707538215682117
20161130,103871101809,25107285881691217567191851927839774161,3246231684,3387931823,316213475870867125,155231768832691359533821142229,521675334124125259768471253,5123461172627756248338824415632031,601375872725963251621568615023413824171010120011316562936934,143471535773537790,171211810316584161401063411099512752524246412339214190,3738033471306543005310387129541496314356,25006298242620529410,1115611700494749635829,5010150810,72627756248338824415632031
20161201,107978106893,24821281224248432619356193321709017539,3031031677,2982530643,321453497271726982,384014260933759365401556917748,236582542052485532848671223,5111463473321772518120840314962019,412754177511019128391015386148632439024216571025783760706837,151381663870347470,16620159331686717578990810434518351614242434639314186,1017912594294172952137955355731506814633,26589298022498029807,5012506862321109511622,4581846937,73321772518120840314962019
20161202,116885121460,26354302664177411317153177451995320590,3039531745,3057330946,322283532076087321,406404570436699419031633719249,565095939524314251957641252,5188462482037940911672246789279532,611766150125636259591591415716115031308420411374280259356519,791891031759423572,17205183131752116753401142974217439353005150991310503,1081613968407433878930335309031560015916,25654306332675130697,1159511990505350488135,5042852131,82037940911672246789279532
20161203,9252098816,16685167721052410551355834602337426700,4757241349,9867478662,586857331649117818,144491607537468398433462737947,61458628552195322385686619,4300416110292100389873811343319552967,48855319654615728217436140091274712178726996872712828233,24260304961024712170,9520739443603670320430212956345316046170971345413128,254203726867057552603371731278754214286,19442211151722418813,1060511581418142902227,5420656703,10292100389873811343319552967
20161204,5320451879,623463631099410644206921681455515946,1456116139,1456415683,370536791008510639,7525834319464203201740317440,40437736547349621287213607,2670271814852106768367556883465280,126613593050829159898485844151386830363460101420514094,645064011786815730,18361925208718962313213062566331103571125587748529,837475952180419191111111110134465299,10264107511001310607,34282694271661576724,3238334146,14852106768367556883465280
20161205,104415104305,17001176321877918723377339942469427844,2830029978,2888129919,694268793156134468,325333516737984423821459416551,234102506349132502878901179,5214462269009705861444188578757673,201120212817609567924035141460154801514724994247195512455827,625964791326814052,16662161223883404142644230498149569434101901648417126,1020812597147181419029709298243772735261,24912293202620429392,1095611566494950517131,4308444502,69009705861444188578757673
20161206,106778105744,25086281461728617693189141878240164073,2909630869,2779928478,317893462773427219,158731767333002361443932543371,230602421950249510948231282,4960437670389726591502208678787839,401119412821151051463224825244485558056911401724093061686872,652669401379914698,165231593616478174683906420043174340519050101014610425,1032512782295842960236368336481458813888,25484299402708029773,5731485648711124711674,4729148475,70389726591502208678787839
20161207,108480107078,39764051192881922816975175962491928319,3011731829,2891429757,729670743230335458,154251754739470438233384636830,841122349823505232293024458,5027452815572045814882477011272754,6092685256212574022543925156155651475111596129764023941175,142501504069847171,105021088552735104454143123838409516766176571624616121,1557515122374983423028723289471026512798,26577297902501229687,4714476950251109411721,4619647347,15572045814882477011272754
20161208,110561108911,25788292884089447419543193371728717888,2958431684,2864329517,325953540672517262,354053832639538440041610118173,282992955251527522008731242,5144473379378141732617626314571962,1568514968252202542241889425911180513084578275818962307008,148551598772487482,169831772317007165451020910681524751754343432839824228,1112413342300643033738178360621575615040,26884305082537830213,1143912050512251786829,4947150499,79378141732617626314571962
20161209,118870123518,40804186206152074917292179352654430662,3124933995,3046130451,748272243250735919,168901997737316422484146446785,242942529354468571877591246,5190463287549548832859571816692546,620470744121842658401194213535160551544525777261766093061239,792989761790924231,403242114344436252535128101081058217312167361701218069,1587516134111881458430092306743951237666,26842309322541030699,7429498852231173112364,5184853868,87549548832859571816692546
20161210,93856101098,22886261811032110638171861727533643359,3177932051,5914246279,504248291660718104,144121635934552376023699839685,63458022026230105675858151,39303914983799391823304296740111046,4656521926036272221069638017123201123015343131815208048420,9276109922431430908,2882334031983144376932908730682212661120061530416580,166541709971841236838031301634988544083,16205180691949721158,271839294098951310335,6077958429,983799391823304296740111046
20161211,5344551691,626363381116210551217621951475715923,1503116328,1473615812,355636411026310802,7492816617871178341869419446,44339312675136113609134396,2764275514882116735864426883265746,1463114894136616313023347738803602886185163199130819,613764131805915416,20741965238520955328566417771926845882861048511242,865677163820585811681117282247519234,9217100371015710702,25082547303462927024,3426135459,14882116735864426883265746
20161212,104717103976,24379272933757382417168175271879118799,2886430711,2751128310,695768563143734157,147851684232052351163840342267,843114122515239174791048767,5089445414612006680197001980077931,398414073110114581320315563150202459424783549555615061657041,636763901260813626,1632815796163921704439644071416541514981496090389942,1056013011297512992338064354281474714404,24622289362549228702,6341481248721100611330,4380144855,14612006680197001980077931
20161213,108249107217,41104092197671970717299178042543828569,3009132185,2811028821,329603558673707347,398784435633794369031584317642,488644974723437245938681264,5133466076410786831647223382678400,646671885757558589249792476815925155121130712884104109442114,136541462866856966,96411037852085055450644273919410516782177361716116603,1550714836393483644130863311201079713468,26322292632530130019,1128111703500551086633,5177552627,76410786831647223382678400
20161214,110612109670,37673925194971929117139176212497028093,3034532076,3031631067,324803550170736872,159011806633547366813859142969,226082398648702496378561312,4998449679828169743927711615222046,301520414832259902561557757585076151699340749420511195113502,139881505068667167,165531768510268106115054497341244106398142851650915931,2926029226378273505615585150951096313632,26343295562489729557,4841496858271093611237,5126552943,79828169743927711615222046
20161215,113339112316,16910174981917919153247922793243924353,2935530995,2970530900,318633540470777060,158841813235096381903895843112,807120022350234075073851679,4818436315001968801584467931782512,6018695615227147622494425024585645971340987416541119612959,703673751463016460,40144146425143285133510098531013616546173461644315874,1573514783287582893938135355461075213469,24999302562635329906,4855487664301070911201,5171552774,15001968801584467931782512
20161216,121630128238,40474085202402036117120178572575029585,2935331615,2947829857,733470023229035453,170002025941733462783745942992,866131856968591622357824204,50764343167025829194987688509101497,6309162937257882579615345147391156013095403574202759276842,181552471876488997,16955176961695516238996310347531850344249433638924262,3961537606289752990211166147571586116194,26228302492492930118,1128011718473649127625,5469256550,167025829194987688509101497
20161217,97119105215,16875171371046410465313630912282425956,4060245404,3689933939,172891910252095012,348333834637388401381557717620,21920229556123763906698669,41144104106893125574112371100821123476,4442509927165280781064587556507834810614927132601194511106,24822328671006911964,1298612145157471624485056639381833573037310127833078,200141842580321385048529442173043030589,19118207401680318698,93209316378238134530,5491758332,106893125574112371100821123476
20161218,5844457453,210822631529316899114311109463146369,1515716465,1526516471,355534381077811581,8372902519212200891907919348,49645739531375951293313612,3043306485237401157923968087778236,143651452234011330899811930842933974328837552014331666,200691753865676577,10692115208997862656475892236720712085200518411929,904581182412221131118271216837526119,10595110451017311039,44232529238260636458,3634338232,85237401157923968087778236
20161219,110802110230,24174272763839383816591171751867618599,2803729890,2570726575,715569673317235657,152481738639519437003369537500,825115750153511472031821660,5038438815242001869181167622979319,5726458267246932476015563151391105212985395324077461507101,669968591418515373,1646116894418541845269501788539624164681585036643978,3886435287295303058210607136031501814846,24824292572601729014,4915494951261071611184,4401945469,15242001869181167622979319
20161220,116124115908,25980289203948399419666193321721117814,3033933028,2655526974,757173433323536264,165761886135655390004206246106,899121720399217225243454154,5054452790838955164422898211986730,6352739439717410136090260680260372566716242155721174013807,762579891599917321,39334177170831648117833186374460440353005159997010427,4035837377311473191316064157331109514104,26517297762600030407,1130511752494749234939,5276454770,90838955164422898211986730
20161221,122100119037,25894292004378440120379200231730318002,3266934608,2912929081,337473623172357205,176011937742385461363763739557,212062260490311975556556035,4902444788949300153923868529487591,425894308012300136534062047143159601525726605255286227960414,771481871704318240,454943415292536510507106191750217211402843401728018535,1688615861122681428132085309863799936425,27882311202539030454,1137512232422449334992,5425554551,88949300153923868529487591
20161222,117591118376,24359275631648217125193001922939584221,2896230470,2710727346,709169453229135347,413674537236147400071720219765,886125054874560772081521560,4461395715512089895693498260089249,113431305630385003970558666652605936177224747243231508314726,755479261606418206,16488157473715424641414147520449109755100371636517122,1148314495153711470936969347783006230531,24767297302603929623,1116511446467047344922,5084052579,15512089895693498260089249
20161223,127736133139,41044065267573008417114176722082921008,2784730352,2920529623,743570673317436593,459445035539002447171901222228,900132263213657482291723620,488544319875105391594275098469114461,1196613422398894171960546943675516654826045258791604415643,8622102882138130823,171671659340764250425443105210503210144105901746018317,1141815135164621673940892389823116431447,25666310352642430150,1152911832484748875622,5963961740,9875105391594275098469114461
20161224,8148887076,901890371415114016295329611953221804,3075630064,3561032983,157901753944234205,150971728130889339133275735320,20087212176459566565620669,35473442111221134581115231123520133515,3060177260108921035415423130936531355996238792400539394682,10708127773222643284,1399114871271928412833279533352949774762221166211101,705512056278312721540674383451559115685,14180159341247013296,32063185472281328313,5788162319,111221134581115231123520133515
20161225,5382454283,14417159162100218110399999257015844,1671319553,1506216658,104231120629352942,1822819301200562065577528465,49559481581444715356552492,2682267610275310406621083590101528492,435353975310958100064559416632424007150641532913821792,288722589283778417,10306111288447812452355418219318921872192617571978,240202153113088140803874705498869438,6262619080319016,55145931244124145425,4635249281,10275310406621083590101528492
20161226,114230114200,18510185911611116358366337252364426745,2779029623,2374524866,319573480869806931,390544328035454384591543917757,799118651834525232089621909,4645418315052061826818381888478722,602267685732357470238552406415442150201096812559203708538901,156541632466126686,9040957146034866415540674277402116043167491588815288,1559914988376783467929182290821072313664,25034277842379328018,4647466663311050710903,4336944600,15052061826818381888478722
20161227,118643118538,37463828194201908016567171402462127892,2987331842,2548526277,332433617869456839,416334558937618411341697919129,861120853944545202094121737,4718418515132235860369008489248793,591215955624635244781596615331112961298310629873513814939679,748478681706218116,163661746216392157854326427541354260457948801027410489,3887136359312483146611185138981599315607,26067293962431028794,1063111083754348324906,4930250516,15132235860369008489248793
20161228,119333119323,37843876241992712016182167741888918942,3022732134,2690728129,686267593245735564,168341905937196403744134345348,844117321202220615313954010,4495410914862045918693318560490571,602568113863039756101146913060151471489225199248035925159813,177901881674678166,103261057945774783407842064314440016461155861625817396,1601815584110831387929377295353832135565,23954284602556829001,4689456362271060411066,5086952623,14862045918693318560490571
20161229,117006117630,24193274931939218987163651708742044271,2971731967,2656727665,695569453290436188,170901960840963452613716841094,550195616620755216438031162,4632416889271950221461227892269538,157261529524108241625993760551110531280510386604022560477018,184492059076778294,16153153889954102224556470239844104429343441600117134,3073731105377163507411210141931605015430,25334291872333428589,4612467152321093911325,4981251720,89271950221461227892269538
20161230,116207121624,35583533243762768515631158801899619228,2814030180,2607727050,304133333565736199,408024493736854411281819721030,589806077423694241509021262,4588410496430111293102551059618842832,6184860928229992273615429149241071012401365353829858546835,216553023781999724,1642617136157191480089247937421743984004401142063972,3855036461300063037411022146451568016138,23226274012264425686,1086910965683245464520,4837350741,96430111293102551059618842832
20161231,7105474363,237524661807920237817280061298812702,2897527864,3715035869,146541584739873680,263282943028743305831274114740,51332520541890719671625610,33403249961490819261411303116392817,579234769014719113271036195113952452820456205142056566303,806190972496134000,2918267312725137101096410189252226052640283158905119,479533880926576258031683116016658511129,1244513659916410209,75887656323132283138,4405546138,961490819261411303116392817
20170101,3945837783,1039611683436747217998777816611773,1314614226,1182513436,2170226177358242,1468114270118891261543424359,37736110732119452996028147,2227222270816301134218417090762831,120601226220270930961034117424587229468379787732492885,191921451547024436,674966391725168682849021397833201646161115161607,2749445374156682944891781800015087,6318666247674616,46195041522521312015,2589527644,70816301134218417090762831
20170102,116124115499,22280247143466359816933170401564616109,2577327057,2228623295,305193282166596563,327923563537350407461451716305,185332017050616520828951199,4534414076947794371524215585638374,562962993415335730401055012070559185609723750234481437313748,602061181375614862,4061391637513684402742216954810314549140141468715552,145401459538396360212603026191994212750,24197268352306426736,573445044493982810150,3557037344,76947794371524215585638374
20170103,121621120314,23559261481665517123180831810236543838,2770529660,2342123909,319463481370587031,161151810434760375844009743797,189912022551745530178201186,4701425878330817398631830215732227,154731477724311242995689057295615368763566636968301096612500,143741526665536832,9362992741574419412241001586916632429141641539514780,2924329442392843716215370152721033312661,24554284492588728944,4523479047571042410858,4101542655,78330817398631830215732227
20170104,124415122416,23875267523757385918648184071686517225,2816429913,2469325760,714370483291435392,165221852234707376824039444453,905121418983202185218253534,4590421788108513157922317907082818,611669843614537367301131412783157031501825090248505714157517,144571595471307255,44914158157181500115954170119898101994374472441664159,1584115680104421289429698298344147439094,25844289252479728694,4430487348261070710998,4269644370,88108513157922317907082818
20170105,125272124292,24033267641679817277186331882439414124,2869530911,2517825891,708870473217735492,167941910235653389204031444561,878125518597195425314853919,4780443216202270807578592384288662,1117912860370013839615488150802488724805574965790162446852,712874141514016696,15925152974153418844984614968610091160911698043984240,1091313604307683071741356391421590415861,24622289982608829709,1103611285492648405023,4327544764,16202270807578592384288662
20170106,132200136906,25606288383916403919524198331696317393,2923730952,2660727436,747072273290835980,177252065742669469793750141938,904126856768599831952320564,489144279849103511852274090442103995,375923939962107138616416145725335252861569215207113291307420,180342442178619077,99521019944984699420543604547428816805175091666415827,1621116895436704144031102319501088414227,26430300462515829746,6621492249961127211401,4529147458,9849103511852274090442103995
20170107,103219102609,203312269815130152319702970530533026,2666527236,3202129111,539252881675518390,347193680334132363771550017623,56058571721720618579573604,38483829100110117316204832841076910521,5482629420228562343342415086113031090945040422231257111541,2369229703951011029,1217111505849867483055307129062891144661535932533102,622510169145081496440398367482701126269,17177185091698318127,90779083364436043531,4628349396,100110117316204832841076910521
20170108,5606154151,10457999760436201141361549123202355,1445515759,1425015834,342935731019710919,1845519217178991823082199013,44347137943357671216312736,2729273915912201829875027750175677,313434393014418143021454179132209307149181894845103976,180351630464836587,8523824946145114190219422074192721911985997010745,336054598472812622667197331204812160,8059842090979906,59236281247424254626,3333034818,15912201829875027750175677
20170109,123226122387,23759267231681917451182181813237463803,2742928776,2325323727,322313477970947042,350063775139838438051593917858,188121978151713531438991255,4720427876652787861477208284268044,365843819710110591279715813152812499024816559815642663047082,633666731359114503,1559214884161471706943954189405540044250463490029532,1059213203290902915540446384521530014968,24288284612610228815,1061811033673950755019,3938640580,76652787861477208284268044
20170110,125960124649,16832173221874418699372037752369926775,2800329313,2364324282,325923538370577008,403754409335278379491644618417,529975362518674195168821248,4539426489199092785898111315142204,1532314953251002491956580566186083674536718375061132412809,141971535066406883,15921168324481424141104107428146789610100961560315033,2979529816393003731915579152041117813724,24720288522634829120,5002494844271054611088,4341744826,89199092785898111315142204
20170111,125514124110,36663804184891847016893173332371926604,2754029034,2474025236,699168293275835169,166491829834888376643999543874,526415360717900184798161130,4510414877552813168612874415342199,599967653616737559153141459725253251665637456650101141512786,142281520465907061,9566996543804685393540024525432515841168381555214800,1094113309158371566928098283113999437598,26290293062455928736,4626497149291051910849,4264744487,77552813168612874415342199
