period,홍대,연남,이태원,종로,을지로,성수,한남,청담,신사,삼청,서촌,장충,반포,혜화,신촌,강남
2017-06-19,15663.43456,6631.88287,10679.95054,7387.007787,2138.453481,3067.882352,2569.049847,3117.555511,8162.658936,4230.155914,2640.163173,1072.254107,3097.190881,7616.77729,6098.618879,18829.43949
2017-06-20,16115.43034,6783.685656,12647.80393,6663.156338,2425.039859,3293.871763,2649.882756,3439.199847,10990.59316,4309.678084,2778.516273,1269.856908,3374.87776,7748.278593,8794.009146,18244.50742
2017-06-21,18227.17795,7217.412856,11980.05254,9590.750633,2397.944455,3577.646953,2724.498008,3438.15847,9279.905443,3736.499485,2951.198615,1339.537837,3470.55862,10118.42575,7306.720058,17697.18286
2017-06-22,18458.36129,7840.119689,15300.09118,8738.121685,2718.920023,3614.795814,2857.148092,3328.862983,9664.448656,3732.368633,3238.30875,1445.619211,3772.165713,11875.5858,7763.389326,24259.86297
2017-06-23,21673.1582,10668.6367,16033.47915,8750.586551,2801.248553,4222.593305,3494.488242,4057.506212,11427.09838,4455.296066,3516.056248,1529.860472,4149.694741,10970.60514,8379.893819,27746.44487
2017-06-24,27840.46354,11902.69078,21846.40729,11408.1649,2485.483358,5111.073763,4154.626468,3837.872327,14156.29991,5613.01202,4735.232704,1492.419782,4300.498288,15349.52742,11957.48884,20831.76649
2017-06-25,19821.62034,9405.664637,14472.94205,8156.550686,1679.915031,4023.435302,3653.045231,3187.297083,9942.982554,5097.667529,3390.185804,1286.497344,3709.76437,13784.96078,8510.666667,15746.03303
2017-06-26,18701.98668,6679.383949,11878.99633,7224.995869,2228.077022,3000.807851,2878.911014,3351.762537,9028.397626,3927.559018,2828.44819,1210.576107,3485.119533,9026.027822,7976.15511,16746.67637
2017-06-27,19008.85036,7459.059687,11734.18868,8529.380231,2520.914867,3634.40199,3319.34859,3432.954654,11995.59879,4105.192193,3302.804627,1367.618258,4108.094445,9948.611906,8288.559965,23048.22354
2017-06-28,19164.35336,7084.195825,12427.99112,9959.423916,2807.501244,3724.178908,3257.169775,3567.232449,9841.129227,4344.790328,3103.075669,1411.298869,4332.739282,9437.099923,8144.291629,24581.56846
2017-06-29,16928.20032,7296.929999,11988.38435,8453.568619,3175.373834,3803.636363,3362.874434,3905.53268,9713.294894,4148.568318,2960.561253,1431.059265,3911.529314,11920.11423,10617.57519,20522.59034
2017-06-30,21278.17968,8491.741846,16394.95161,9474.434082,3679.765761,4109.083229,3548.376848,3775.417324,12314.66209,4368.543817,3214.382153,1354.09817,4223.536031,11970.84953,9878.603071,20523.63716
2017-07-01,25067.29907,11605.27868,19855.63199,11294.96652,3609.942613,5156.476588,4466.560187,4319.818143,12046.52546,5783.415116,4437.721215,1318.737583,4274.497428,14945.70194,11542.33389,24528.30416
2017-07-02,16081.21847,7328.943394,10546.60385,9872.189441,2322.910935,3465.169627,3451.998674,3362.171704,8141.87413,4358.216686,2734.825685,1063.934083,3464.318485,7948.123126,9203.973825,14154.1962
2017-07-03,16901.24506,5789.213032,9436.116553,7863.689015,2304.151637,3484.775803,2749.369759,3541.210298,7817.609771,3422.541657,2452.916871,1108.654939,3392.55784,6463.28275,11026.50417,21803.16387
2017-07-04,16630.67196,6473.881275,11787.32755,8769.279932,2667.856173,3501.285738,3182.553402,3767.089377,10226.70779,3652.846463,2800.361568,1268.817051,3911.529314,7521.513562,9196.708231,21879.41272
2017-07-05,17538.81339,6671.125096,11373.75298,9289.576439,2672.024226,3446.594191,3192.917285,3555.783439,9894.131455,3277.957476,2787.878911,1175.21552,3808.567997,10531.57281,9785.189971,25109.04895
2017-07-06,18280.0529,6644.275152,11387.28746,10354.06502,2754.352756,3352.690292,3099.64794,3646.343346,9646.779626,4172.321807,2808.684199,1319.777441,3996.81235,9418.46127,10552.18877,20214.461
2017-07-07,22060.88011,7283.505027,15177.14982,8986.329991,2526.126463,3446.594191,3518.323716,3949.250568,10285.95129,3499.998401,2840.932137,1497.619846,4332.739282,9964.144868,12017.685,26441.84647
2017-07-08,26790.2892,9733.02475,15752.19566,10006.15737,2736.637002,4295.860288,4247.895813,4506.143307,14527.33009,4435.67343,3464.043028,1528.820615,4791.390057,14332.71484,13973.06352,21652.75333
2017-07-09,21655.5307,8150.95676,13801.0059,8424.49046,1906.057911,3791.25341,3967.051502,3565.151229,9149.995545,3995.720256,3245.590085,1476.819592,4228.737643,10012.80971,12193.08711,18637.24715
2017-07-10,17688.10292,5173.735031,9628.822697,7012.098154,2108.231119,2418.807009,2599.102979,3414.217539,7379.028979,3036.291739,2255.269216,1250.096512,3630.723268,7172.568805,7938.791439,24032.15676
2017-07-11,20650.97469,6563.725319,10526.81108,8464.991481,2557.38992,3107.094705,3488.269463,3633.851425,9571.952381,4284.890794,2917.91067,1390.498615,4159.055843,9639.014917,10191.004,23315.6244
2017-07-12,18941.4622,6459.423612,12832.19711,8703.853097,2789.78549,3154.563029,3628.17348,3830.585756,9342.264721,3574.358094,3811.487724,1485.140004,3970.81149,11694.38443,7814.244562,22058.0289
2017-07-13,18540.26266,7111.045769,20861.95279,10250.20941,2783.532799,3304.189217,3508.996109,3867.018608,10144.60392,3948.213279,3143.644948,1496.579988,4100.813989,9070.551743,8278.179424,18594.41854
2017-07-14,24190.25522,8358.524815,13938.5185,11391.54769,2753.310437,3599.318629,4110.064348,4001.296403,10727.65272,3686.927082,3216.463456,1524.660409,4714.4278,9956.898253,10353.95417,23586.15272
2017-07-15,27075.3755,9881.732134,16099.09688,11067.52777,2219.739692,3988.349931,4451.016044,4047.097045,13653.27942,4946.884893,3683.537268,1513.220037,4536.584871,15857.93371,13652.35737,24740.34057
2017-07-16,22975.25012,9081.402593,12037.33846,8934.402191,2129.073832,4176.15773,4607.500481,3349.681317,10957.33552,5134.847375,3831.253006,1383.218448,4035.291678,10483.9432,9713.577576,20101.65147
2017-07-17,20462.29541,9178.475469,9961.15267,9364.353883,2385.437848,3326.891634,3207.425152,3562.028632,9306.926663,4281.793743,3130.122285,1322.897789,3720.165794,8277.393999,8201.376759,20417.09554
2017-07-18,20113.97081,7254.589702,11182.06475,9184.686669,2639.71845,3434.211237,3204.316323,3853.48531,9735.119912,5199.909386,3283.039345,1434.179226,3467.439452,12623.1844,8283.369695,23688.51356
2017-07-19,21155.84542,7201.922504,13598.91233,11618.98253,2740.805054,3594.158897,3022.960136,3802.480852,10139.40772,4965.475904,3297.603305,1493.460028,3922.96926,9496.121575,8542.840067,22239.77254
2017-07-20,21518.69078,7236.001279,10898.70774,9992.658335,2659.518843,3628.211518,2644.701375,4528.003018,10539.53954,5172.025045,3118.679635,1435.219084,3821.048265,9787.084412,8514.817314,23945.46572
2017-07-21,24356.12912,8133.401027,15995.96714,10848.40154,2755.395076,3665.36038,3123.483415,4031.484061,10938.63114,4638.091718,3164.450236,1442.49925,4288.018019,14801.77336,9783.114647,28985.23661
2017-07-22,28461.43995,10125.44434,16652.27643,11132.95461,2406.28056,4295.860288,3330.74875,3920.104287,13117.00129,5428.148765,3666.893296,1442.49925,4731.069358,12916.21769,10961.11775,22322.2893
2017-07-23,19793.6295,8296.566073,10455.97183,9330.081377,1654.904266,3139.083835,2876.838461,3698.389181,7643.009624,4185.745988,2940.795971,1407.138663,3827.2884,9571.706918,8814.766305,13137.88306
2017-07-24,19863.08882,6567.85608,10216.36625,10422.60611,2706.41464,3084.392288,2542.104423,3514.14677,11101.79867,4216.729556,2869.01876,1334.337774,3850.168292,10556.42285,9011.9652,16444.81496
2017-07-25,19817.47047,7282.472337,11304.98726,9260.498281,2820.006627,3490.966275,2667.500573,3760.844184,11615.21157,5475.655742,3215.42345,1367.618258,4280.737563,9140.960933,8560.486203,24949.24302
2017-07-26,19978.15892,7610.865141,11530.02159,10711.31544,3193.089588,3710.765214,2704.807639,3784.785114,10475.09983,5094.570478,3444.279037,1601.621504,4557.384119,11302.98171,9705.272358,22079.96011
2017-07-27,19779.11629,7609.832451,12553.006,11145.41556,2716.836609,3872.774355,2783.569117,3782.703895,10051.06743,5247.416363,3235.187441,1574.580941,4325.458825,14091.45208,8745.229233,21265.24119
2017-07-28,23860.58615,8538.212904,15577.18991,11739.45142,2639.71845,3730.37139,3044.723058,3549.536711,13201.18559,5075.979466,3542.062858,1465.379607,4318.178369,10343.12032,9290.121331,24281.79419
2017-07-29,28276.91053,11814.91211,19959.79849,12962.82982,2550.094909,5022.327586,3629.209757,4182.416217,12037.16841,6649.895105,4777.883286,1553.780687,4334.819927,17927.80095,11300.50573,24814.49577
2017-07-30,24204.76843,10474.49095,16829.35571,13656.56503,1981.091431,4674.572127,3292.404287,3878.467618,13209.49756,6004.424416,4456.4452,1383.218448,4117.453747,11296.77032,11293.24014,19380.93833
2017-07-31,20979.60819,8266.618059,16563.71794,11679.21893,2563.642611,3702.509241,2937.981001,3872.222425,11148.56935,4777.513422,3348.575228,1529.860472,3817.927298,11134.2031,7940.866763,22167.70448
2017-08-01,23804.60447,12336.41798,16646.01814,12496.53337,3430.69553,4228.785787,3144.21006,4362.496188,11586.11479,6224.402091,4398.190652,1590.181132,4017.611598,15874.50191,9154.158213,20824.45825
2017-08-02,23105.86901,8249.062326,16797.06523,13307.61929,2926.304828,4149.328332,3191.881009,4256.321764,12327.13492,6353.494487,3994.57271,1485.140004,4342.100383,12886.187,8399.611355,26075.22523
2017-08-03,24103.17597,8428.747746,14390.64184,12416.56941,2903.377477,3830.465762,3133.846177,4612.316198,14180.20536,6316.316817,3906.151527,1542.340702,4471.06256,11963.60292,8702.675292,24491.74346
2017-08-04,27897.48081,10151.2616,16141.81156,14678.46858,3106.593005,4184.413703,3514.17749,4483.24222,16315.96568,5411.625356,4116.281838,1789.864036,5150.198682,16288.6797,10080.98831,25914.37249
2017-08-05,27708.80152,11010.45181,16971.03422,14481.14999,2462.556007,4614.722857,3596.047796,4899.610437,12596.31177,5383.741016,4120.443154,1760.743758,4923.4732,14321.3228,10393.39317,25831.85573
2017-08-06,22413.36213,8749.911719,13467.65801,9459.896962,2242.665819,4135.912628,3311.058381,3845.158897,9352.657124,4545.145367,3357.937866,1407.138663,4334.819927,11012.02337,8487.834184,16751.89747
2017-08-07,21508.31988,7177.13794,13363.49151,10688.46579,2573.02226,3769.583743,2889.273776,4035.646501,9431.64522,3872.821961,2793.080233,1435.219084,4239.137267,11738.90835,7569.305378,19913.63991
2017-08-08,21709.44122,7701.739207,12240.48765,11108.02879,2836.681287,4179.253971,2944.198658,4522.797668,10288.02686,5215.40117,3213.342147,1412.338727,4422.181808,10919.86534,7464.476036,27742.27059
2017-08-09,23223.01782,8082.799209,13181.17186,11153.72416,2594.907292,4386.667946,2890.310052,4108.512205,14614.63502,4805.397763,3265.355367,1414.41883,4617.706617,9751.877567,9458.25785,22832.01285
2017-08-10,23812.89665,7740.981433,13166.60061,11927.42332,2685.571928,4331.976399,2994.979557,4183.457594,13202.2258,4249.77855,3238.30875,1436.259329,4433.621754,11516.28424,7648.183367,25117.404
2017-08-11,25731.82267,9572.960443,16883.53134,14395.99168,2960.695242,4808.721129,3171.154363,4009.62435,11487.3821,4991.294819,3858.299622,1599.541401,4812.191104,11937.71315,8389.234737,21843.90535
2017-08-12,29888.97287,15498.48858,18685.74755,13773.91575,2789.78549,5542.413658,3902.800134,4002.33778,12893.5549,6511.507203,4875.667107,1635.941846,5127.316989,13730.08005,9315.029138,22210.52659
2017-08-13,24883.80524,13994.90504,16426.20533,13593.21436,2389.607125,5483.59312,3472.72532,3402.766995,12037.16841,6636.470924,4479.330501,1484.099758,4850.672233,11997.77003,8665.311621,21371.78281
2017-08-14,26648.26383,10544.71388,16894.99229,11894.19282,2862.734371,4682.828099,3382.564804,3951.333322,13509.85648,5416.787834,4038.263299,1465.379607,5313.482497,11795.85954,8805.425387,25307.5092
2017-08-15,21844.20998,8825.298101,14758.37259,10158.8226,1916.478654,4708.626757,3255.096101,3694.225207,11375.13637,4880.789081,3839.575637,1215.77617,4766.429519,11461.40801,9861.996559,17547.81913
2017-08-16,20723.54074,7567.492154,12410.29073,10119.35574,2391.690539,4175.126989,2798.076983,3701.511778,9779.810161,4590.586918,3388.104501,1284.417241,4535.544548,9234.149699,7660.639231,22038.18482
2017-08-17,22680.82849,8261.454608,15580.31905,10110.00905,2859.608638,4430.00929,3092.394007,3931.55483,11282.64009,5400.264425,3607.598741,1476.819592,5002.514302,9190.661008,8386.11979,27525.01308
2017-08-18,24971.92007,9610.137289,15878.24731,10982.36947,2774.153149,5134.806921,3268.568813,3925.309637,14021.19381,5776.187212,4265.038873,1625.541719,5468.445533,10866.02434,9209.164096,26781.3154
2017-08-19,29043.02659,12559.47638,20906.75984,12549.49926,2729.341991,6099.646583,3671.699324,4639.38126,12476.79427,7694.00827,4927.680327,1568.34102,5406.04419,15768.88587,13153.13416,22994.95273
2017-08-20,18781.81689,8263.519988,11748.77878,9026.831012,1704.927021,4756.095082,2992.905883,3387.154012,10450.15904,4470.785674,3720.986528,1408.178908,4349.37904,10957.14264,8354.98209,16908.57593
2017-08-21,18994.33715,7715.164179,11143.53483,9464.049306,2529.252197,4145.20135,2760.769918,3491.245683,8771.688746,5138.978227,3277.838023,1506.980115,4324.418503,7119.758537,7360.690241,21373.86995
2017-08-22,20446.74662,8287.271862,12446.74712,10369.64022,2783.532799,5240.063033,2849.893037,4163.680637,9348.501135,4435.67343,3783.401102,1618.261552,4667.627692,7872.533282,7938.791439,24540.83349
2017-08-23,19583.1804,7277.308886,13694.76587,9422.510199,2544.884537,4582.731718,2855.07554,4090.816467,11738.88991,4575.095134,3391.225811,1564.180814,4503.303554,7724.463787,7464.476036,24069.75778
2017-08-24,20413.57033,7388.836755,13605.17062,9382.005261,2560.516878,4562.094801,2774.241509,3698.389181,8792.473552,4352.020408,3342.3339,1738.903259,4606.266671,7619.882982,8055.033099,19340.20336
2017-08-25,23098.6124,9506.868273,15512.60894,11070.64203,2908.587849,5706.4883,3320.384866,3920.104287,13589.88479,5646.058838,4102.759175,1837.704466,4836.111319,10691.02984,10769.10912,25879.89894
2017-08-26,26930.2434,12453.1093,20156.68939,13283.73548,2481.31408,8250.157598,3825.074932,4099.142881,12946.55713,8272.351523,5928.40384,1713.942799,5278.120536,14898.07232,9769.623082,27228.36626
2017-08-27,19795.70066,10367.09117,14069.79167,10175.43589,1919.605613,6256.498003,3243.697062,3287.224781,8827.811611,6854.380996,4658.254171,1627.621822,4462.741781,9086.080203,7524.676113,16987.95874
2017-08-28,15929.86535,7190.562912,13266.60121,8301.945395,2299.983584,3915.082948,2718.280351,3213.320768,7177.402752,4013.277466,3021.93582,1329.13771,3880.328642,6187.852875,6066.445479,15975.82638
2017-08-29,17461.06189,7853.544661,14698.99429,9159.764772,2654.308471,4987.242215,2885.128671,3658.833733,11809.56117,4688.697923,3557.666824,1602.661362,4311.938234,8700.89337,9196.708231,23964.26298
2017-08-30,17690.17407,8135.466408,11484.17777,9414.201594,2932.557519,4796.338175,3021.92386,3927.390857,11386.56898,5802.006127,3785.482405,1521.540448,4386.819846,8652.228526,7032.718497,20630.17877
2017-08-31,18060.27604,8030.132011,11408.13585,8770.318018,2439.628655,4612.657357,2737.97072,3803.522229,8539.925523,4928.296058,3597.196097,1517.380242,4011.371463,7063.847078,7384.558424,19643.11159
2017-09-01,21932.33238,10375.3527,14871.92652,10559.69221,2686.614247,5560.987085,3113.120652,3717.124762,10833.66204,6133.518989,4392.98933,1587.061171,4557.384119,8795.121868,9025.456765,23167.30099
2017-09-02,25264.27054,14009.3627,22529.78553,13649.29451,2371.890146,7625.850171,3682.062086,4110.593425,11757.59916,7937.739434,5909.679855,1661.942164,4684.26745,11924.25515,10096.55913,21768.69682
2017-09-03,18817.06434,10696.51667,15353.21119,10705.083,1718.474723,6647.594805,3308.985828,3433.994497,8123.164888,6032.308756,4381.546679,1473.699631,4188.17587,9593.451264,7623.275561,18524.43762
2017-09-04,14473.30601,7129.634192,10120.53157,8164.859291,2830.428596,3634.40199,2468.525448,3308.043115,7951.680518,3785.038087,2651.605823,1389.45837,3731.60574,5321.180249,7185.284205,17229.2411
2017-09-05,14943.96487,6782.652965,10432.01316,7607.172104,2602.201078,4014.14658,2562.831069,3342.394747,10005.33697,4113.453898,2959.519956,1509.060218,3936.489851,5656.667008,6786.735767,15694.85586
2017-09-06,14776.01982,7042.888219,12364.44692,8499.263986,2612.623046,3899.605763,2566.977295,3486.041866,10312.97251,3638.38848,2834.689519,1560.020996,4133.054983,6316.248486,9000.548959,18751.09701
2017-09-07,17583.39616,7883.492676,14604.19636,9154.570425,3035.728762,4495.0203,2625.011006,3592.214757,8452.625449,4010.178239,3088.511709,1483.059901,3970.81149,8038.2062,8053.997399,20331.44482
2017-09-08,20245.62528,9329.248233,14134.37264,10626.15713,2903.377477,5275.146395,3125.555967,4446.810902,13166.88774,6288.432477,3952.962134,1537.140639,4523.06428,10001.42217,9415.703909,19903.19771
2017-09-09,25557.65659,12194.93942,19009.72686,12771.74366,2415.66021,7458.679289,3550.4494,4236.544806,13630.41419,7643.404242,4827.815203,1625.541719,4695.707397,11569.09451,9788.304917,20794.16548
2017-09-10,18359.87556,10112.01937,13897.89621,10371.72031,1947.743336,6091.39262,3008.451148,3421.50411,8484.842871,5447.771402,3778.19978,1610.981386,4237.056622,8575.603451,7897.277121,14982.49778
2017-09-11,15753.62811,7200.889814,9086.086192,8153.436429,2906.504435,3687.030047,2307.895906,3390.276608,6519.526703,3837.709717,2503.890085,1201.215837,3929.209394,5954.876459,6321.765204,14505.15414
2017-09-12,14917.0096,7115.17653,9731.971285,8798.358091,2766.858139,4533.199902,2469.561724,3824.340563,7414.362177,4218.794982,3034.418477,1424.818957,4098.733344,9141.996163,9084.617218,18858.68544
2017-09-13,15796.13217,7511.726885,9843.432835,8659.195815,2841.891659,4557.96581,2580.448886,3573.479176,7733.430335,4396.428157,3082.270381,1364.498297,3829.367245,7124.939191,7007.806768,22396.451
2017-09-14,18512.27182,8273.84689,10747.66066,9349.812845,2552.179548,4791.178443,2547.286926,3416.300293,10056.26363,4793.005206,3425.553761,1301.05729,3776.327003,7474.919179,7416.735747,19080.11723
2017-09-15,21581.92907,9885.862895,17789.85154,10437.14715,2792.911223,5796.265218,3066.48598,3676.52947,10653.86083,5127.617295,3857.259616,1426.89906,4294.258154,9066.41082,9263.134278,24609.7741
2017-09-16,25160.59936,13063.42385,18661.78887,12411.37507,2750.184704,7796.115285,3614.70189,3871.181048,12867.56904,8728.828105,5485.256626,1475.779734,4598.986214,12679.10036,9985.503813,24612.90806
2017-09-17,17768.96115,10700.64743,13382.22867,9991.620249,2278.098552,6937.562476,3137.992403,3478.755295,8836.123589,6940.099445,4908.955052,1399.858884,4602.105381,9161.670048,10124.58188,19051.9181
2017-09-18,13935.25899,7197.791743,9298.603952,7799.300266,2345.837062,4321.658945,2520.342623,3000.971919,8472.370043,4759.958389,3490.049638,1257.376678,3522.560339,6381.481522,6503.393288,17242.82376
2017-09-19,14871.39882,7338.237606,9173.58907,8479.532519,2590.738015,4295.860288,2511.015015,3425.668083,7660.678653,4331.366147,2888.782751,1312.497662,3641.122892,8518.656761,7267.277141,16827.10599
2017-09-20,16222.20826,7846.31583,10158.04357,9060.065432,2550.094909,4670.445145,2492.360922,3198.747627,9670.68507,5400.264425,3419.312433,1445.619211,3834.567057,8772.342291,7255.860899,18351.04904
2017-09-21,16530.10751,7786.4198,10787.24619,9179.496239,2835.638968,4816.977101,2705.843915,3171.682566,10166.42894,6629.240844,3232.067422,1438.339044,4113.294257,9546.856881,7143.769887,22461.21083
2017-09-22,21603.69888,8699.309901,18471.15626,10235.67229,2591.780334,5452.63674,2904.819041,3333.025423,11520.63973,7174.535103,3912.392855,1592.261235,4491.863608,9344.946388,8664.275921,23188.19189
2017-09-23,24122.86707,11365.69456,17640.87798,12083.20281,2335.416318,7953.997445,3392.927566,3747.31242,12431.06381,8054.439274,4446.042556,1619.301798,4546.984495,12416.09325,9863.032259,21277.77703
2017-09-24,17599.98052,9362.29165,12825.93883,9697.716575,1703.884702,6284.360151,3073.739913,3303.880675,9145.839556,6339.036505,3699.141234,1472.659774,3886.568776,10530.53758,7952.283004,19091.61275
2017-09-25,13646.02281,6912.771926,9029.837035,8145.127824,2475.061389,4015.17933,2267.478891,2717.841654,6972.660748,5099.732955,2959.519956,1303.137393,3299.996147,5991.118535,7994.836946,15142.3037
2017-09-26,14352.01488,6656.667434,9803.847303,7935.344366,2414.61789,4124.562424,2335.876485,2905.208195,8136.677929,4846.708462,2900.226692,1180.415583,3333.275664,7702.719441,6867.693002,15395.07509
2017-09-27,14071.07089,6251.855558,9724.676237,7910.422469,2381.269795,7040.753089,2309.968458,2839.629062,7807.217368,5345.529544,3042.741108,1105.534591,3432.079291,6699.369359,6687.100619,20167.45812
2017-09-28,16169.34087,6994.354449,10698.70655,7865.765187,2323.95203,4150.361082,2446.762526,2796.952551,8008.843595,5605.781941,3371.460529,1084.734337,3350.957545,7686.151249,8956.959317,15728.27609
2017-09-29,20293.31478,8054.916575,13204.09377,9143.147562,2496.946421,5340.157405,2532.777937,3024.91285,8610.596779,6930.803939,3612.800063,1174.175662,3825.207755,8822.042366,10796.09225,20204.01881
2017-09-30,27118.92269,10671.73477,23564.23091,11494.36129,2157.211555,5832.381329,3161.827877,2947.884707,12528.75629,9264.826858,4271.280201,1234.496321,4031.132189,10782.15265,10176.47281,23524.52686
2017-10-01,22585.44949,10304.09974,17343.98649,10614.73427,1633.019235,4835.552536,2952.489989,2556.498798,10640.35265,8244.467182,3880.144917,1068.094289,3419.599022,11092.78487,9685.554823,21132.58758
2017-10-02,22260.96587,11337.81459,18546.16142,11626.25304,1572.575736,5807.615422,2887.201224,2586.686456,11819.95357,10747.8594,4830.936512,843.4513118,3436.238781,9774.657143,8597.849874,17986.51494
2017-10-03,15677.94777,7384.705995,14518.78586,8485.761035,1008.782629,3849.041197,2014.615159,1866.36964,8208.389398,8441.722993,3443.23903,627.128359,2356.693739,9162.705278,6269.870345,13214.13191
2017-10-04,15306.81023,6767.162613,14480.23709,9009.175717,1279.736667,3535.338359,1888.183854,1688.372422,6309.588498,9665.534759,3545.182877,638.5683436,2061.32678,7259.546186,5187.355667,12005.63293
2017-10-05,24639.14427,12047.26473,22347.48473,15062.72098,1882.08824,5944.860664,2835.38517,2460.735074,9603.12959,13897.7561,5703.709569,963.0527728,3424.798834,11020.30522,10054.00518,20856.83816
2017-10-06,28579.62434,13603.51814,24510.13664,20832.75127,1968.586048,6410.253181,3405.364002,2833.383869,11476.98483,13311.15332,5739.077526,1118.014821,4146.575574,13087.06677,9708.387305,23067.0273
2017-10-07,28610.72192,14650.65796,24910.17672,17451.32539,2692.866938,7507.178355,3552.521953,3391.317985,11828.27041,14607.25718,6799.095593,1255.296576,4249.536891,13968.23712,9470.713715,21349.84509
2017-10-08,25876.96232,13989.74159,26157.13986,14289.02574,2229.118117,7345.169214,3667.554219,3143.579195,11899.98188,11029.80203,5753.641486,1163.775535,5446.605963,11260.52825,9118.869865,22097.71705
2017-10-09,19231.74151,11591.85371,14701.08667,10412.22133,1556.943395,6006.775434,2779.42289,2652.264055,10179.94198,8175.272142,4170.375071,939.1325582,3712.885337,10128.78255,8250.156671,15256.16006
2017-10-10,12133.48179,5880.089767,9054.832471,6789.853747,1840.40404,3147.339807,1935.854802,2607.50479,9919.07711,4202.271573,2110.673497,855.9315418,2999.429376,5977.656035,6235.621621,17428.74168
2017-10-11,13299.76938,6184.730697,9556.94668,7510.590939,2081.135716,3678.776084,2091.304085,2751.151909,7734.465687,4217.761181,2534.05672,1045.213932,3295.834858,8636.695564,9243.41282,17634.51667
2017-10-12,14614.29579,6952.014153,10543.47471,7912.498641,2549.05259,3945.008588,2204.262677,2801.114991,8844.440428,5940.39403,3537.901542,1012.973305,3449.759372,8480.344224,7833.966021,17557.22101
2017-10-13,17930.68517,8981.234316,13608.29976,9465.087392,2665.771535,4546.615606,2506.86991,3360.090484,10083.28485,5522.128918,3667.933302,1095.134464,3881.368964,10575.0615,8842.789058,24039.4715
2017-10-14,23662.57911,11805.6179,18033.62302,10976.13704,2337.499732,5866.43395,3049.904439,3414.217539,11290.95207,7688.845793,4348.258735,1200.17598,4215.217052,10152.59736,8386.11979,20795.2123
2017-10-15,17767.92557,10151.2616,13090.53984,9010.21772,1885.215198,5167.828801,2952.489989,3155.028205,9257.040212,7652.699748,4224.468304,963.0527728,3581.842516,7779.344516,6007.285026,13059.54708
2017-10-16,13842.99428,6252.888248,14334.39268,7712.061874,2180.138906,3498.189498,2323.440049,3087.369386,8107.576284,4776.481797,2834.689519,1047.294035,2969.267227,6036.677688,5002.612636,16307.98057
2017-10-17,13244.82327,6329.30732,9680.924798,7993.5046,2472.97675,3931.594893,2236.389483,3026.995604,9602.089377,4977.868461,3142.604942,1181.455829,3462.239641,6607.211323,5470.698145,13898.29086
2017-10-18,14385.18361,6481.110106,9423.599985,7994.542686,2588.653376,3931.594893,2250.89735,2980.153585,10348.30571,4958.245825,3077.069059,1135.695114,3518.40085,6557.511248,5520.517681,15065.01454
2017-10-19,15232.16546,6952.014153,10966.4367,9251.15159,2497.98874,4186.477193,2318.258668,3145.660415,9319.399491,5539.686128,3270.556689,1308.337456,3681.684665,9979.677829,8228.359889,17309.67073
2017-10-20,19309.49301,8722.029084,14404.17632,10131.82061,2719.962342,4948.029862,2712.062694,3448.567637,12175.39514,6247.121778,4009.13667,1228.2564,4245.377401,9223.797392,7219.536852,18852.41753
2017-10-21,23455.23674,11530.92499,18598.24467,11926.38523,2398.98555,6889.061401,3213.643931,3522.473184,12400.92681,8524.342214,4831.976519,1393.618575,4345.219551,11161.1281,8716.166857,21998.49017
2017-10-22,17302.4446,9627.693022,15314.66242,9631.251653,1681.99967,5950.020396,2970.107806,2825.057455,9314.203289,7471.967345,4379.466667,1223.056337,3943.770308,9504.403421,7489.387766,16883.51076
2017-10-23,13716.51771,6665.961645,12623.84526,7704.795272,2550.094909,3619.955546,2221.880495,2979.113742,8582.535347,6167.599608,3103.075669,1010.89359,3491.359668,6675.550051,5453.05201,14697.33998
2017-10-24,14617.41009,6892.118123,9935.101619,8310.250082,2594.907292,4032.722015,2499.615977,3345.517343,9965.842924,5183.385977,3096.834341,1088.894543,3620.323644,7770.022939,6181.651438,15565.33621
2017-10-25,14448.4219,6552.365727,10122.62394,8712.161702,2724.130395,4446.519225,2414.636842,3181.05189,9204.037985,5206.107841,3341.293894,1094.094606,3545.442032,8393.366842,6624.829142,16069.83216
2017-10-26,15501.71054,7026.365176,11341.4625,9260.498281,2678.276917,4200.923638,2472.671674,3059.264482,11992.47816,5510.767986,3568.069468,1067.054043,3788.807271,8877.958326,6689.175942,16559.71163
2017-10-27,19647.45427,9089.664115,15733.45851,10528.53397,2938.810211,5025.423826,2830.203789,3182.091733,10968.76814,6454.70472,3807.327699,1201.215837,4169.455467,13418.4081,9891.055012,26008.37827
2017-10-28,23858.515,11957.42335,22605.82746,12429.03036,2532.379155,7229.593638,3134.882453,3483.959112,12133.82553,9219.385307,4892.31108,1199.136122,4187.135547,13432.90583,9775.849053,23842.05807
2017-10-29,16779.95393,9616.33343,14742.74573,10685.35154,2147.831906,5994.39248,2997.052109,2796.952551,9130.246091,7824.136644,3999.774032,956.8128517,3764.887056,9661.794493,7226.802446,16632.82651
2017-10-30,12851.91591,6052.546356,10989.33976,7888.610912,2445.881347,3376.423449,2170.064441,2521.108856,7726.153709,4672.174514,2379.059647,954.7327487,3179.35295,6989.292464,6615.484301,16956.62564
2017-10-31,14460.86395,6482.142796,16312.65141,8483.684863,2588.653376,3863.487642,2297.532022,2844.834413,9807.871594,5103.863807,2655.767139,1071.214249,3573.521736,8179.02908,5714.601629,13568.22381
